wu,wr,wd,wl,au,ar,ad,al,bu,br,bd,bl,dx,dy,direction
176,400,336,112,1,0,0,0,0,0,1,0,0,-80,0
160,400,352,112,1,0,0,0,0,0,1,0,0,-64,0
144,400,368,112,1,0,0,0,0,0,1,0,0,-48,0
128,400,384,112,1,0,0,0,0,0,1,0,0,-32,0
112,400,400,112,1,0,0,0,0,0,1,0,0,-16,0
128,432,384,80,0,0,1,0,1,0,0,0,0,128,2
144,432,368,80,0,0,1,0,1,0,0,0,0,112,2
160,432,352,80,0,0,1,0,1,0,0,0,0,96,2
176,432,336,80,0,0,1,0,1,0,0,0,0,80,2
192,432,320,80,0,0,1,0,1,0,0,0,0,64,2
208,432,304,80,0,0,1,0,1,0,0,0,0,48,2
224,432,288,80,0,0,1,0,1,0,0,0,0,32,2
240,432,272,80,0,0,1,0,1,0,0,0,0,16,2
48,224,464,288,1,0,0,0,0,0,1,0,0,-32,0
32,224,480,288,1,0,0,0,0,0,1,0,0,-16,0
176,64,336,448,0,0,1,0,1,0,0,0,0,64,2
192,64,320,448,0,0,1,0,1,0,0,0,0,48,2
208,64,304,448,0,0,1,0,1,0,0,0,0,32,2
224,64,288,448,0,0,1,0,1,0,0,0,0,16,2
208,96,304,416,0,0,0,1,0,0,1,0,208,0,3
208,112,304,400,0,0,0,1,0,1,0,0,192,0,3
208,128,304,384,0,0,0,1,0,1,0,0,176,0,3
208,144,304,368,0,0,0,1,0,1,0,0,160,0,3
208,160,304,352,0,0,0,1,0,1,0,0,144,0,3
208,176,304,336,0,0,0,1,0,1,0,0,128,0,3
208,192,304,320,0,0,0,1,0,1,0,0,112,0,3
208,208,304,304,0,0,0,1,0,1,0,0,96,0,3
208,224,304,288,0,0,0,1,0,1,0,0,80,0,3
208,240,304,272,0,0,0,1,0,1,0,0,64,0,3
208,256,304,256,0,0,0,1,0,1,0,0,48,0,3
208,272,304,240,0,0,0,1,0,1,0,0,32,0,3
208,288,304,224,0,0,0,1,0,1,0,0,16,0,3
240,336,272,176,0,0,0,1,1,0,0,0,80,0,3
240,352,272,160,0,0,0,1,0,1,0,0,64,0,3
240,368,272,144,0,0,0,1,0,1,0,0,48,0,3
240,384,272,128,0,0,0,1,0,1,0,0,32,0,3
240,400,272,112,0,0,0,1,0,1,0,0,16,0,3
256,432,256,80,0,0,1,0,1,0,0,0,0,208,2
272,432,240,80,0,0,1,0,1,0,0,0,0,192,2
288,432,224,80,0,0,1,0,1,0,0,0,0,176,2
304,432,208,80,0,0,1,0,1,0,0,0,0,160,2
320,432,192,80,0,0,1,0,1,0,0,0,0,144,2
336,432,176,80,0,0,1,0,1,0,0,0,0,128,2
352,432,160,80,0,0,1,0,1,0,0,0,0,112,2
368,432,144,80,0,0,1,0,1,0,0,0,0,96,2
384,432,128,80,0,0,1,0,1,0,0,0,0,80,2
400,432,112,80,0,0,1,0,1,0,0,0,0,64,2
416,432,96,80,0,0,1,0,1,0,0,0,0,48,2
432,432,80,80,0,0,1,0,1,0,0,0,0,32,2
448,432,64,80,0,0,1,0,1,0,0,0,0,16,2
464,432,48,80,1,0,0,0,1,0,0,0,0,-48,0
448,432,64,80,1,0,0,0,0,0,1,0,0,-32,0
432,432,80,80,1,0,0,0,0,0,1,0,0,-16,0
224,240,288,272,0,1,0,0,0,0,1,0,-96,0,1
224,224,288,288,0,1,0,0,0,0,0,1,-80,0,1
224,208,288,304,0,1,0,0,0,0,0,1,-64,0,1
224,192,288,320,0,1,0,0,0,0,0,1,-48,0,1
224,176,288,336,0,1,0,0,0,0,0,1,-32,0,1
224,160,288,352,0,1,0,0,0,0,0,1,-16,0,1
256,176,256,336,0,0,1,0,1,0,0,0,0,80,2
272,176,240,336,0,0,1,0,1,0,0,0,0,64,2
288,176,224,336,0,0,1,0,1,0,0,0,0,48,2
304,176,208,336,0,0,1,0,1,0,0,0,0,32,2
320,176,192,336,0,0,1,0,1,0,0,0,0,16,2
272,240,240,272,1,0,0,0,0,0,1,0,0,-16,0
288,272,224,240,0,0,0,1,1,0,0,0,128,0,3
288,288,224,224,0,0,0,1,0,1,0,0,112,0,3
288,304,224,208,0,0,0,1,0,1,0,0,96,0,3
288,320,224,192,0,0,0,1,0,1,0,0,80,0,3
288,336,224,176,0,0,0,1,0,1,0,0,64,0,3
288,352,224,160,0,0,0,1,0,1,0,0,48,0,3
288,368,224,144,0,0,0,1,0,1,0,0,32,0,3
288,384,224,128,0,0,0,1,0,1,0,0,16,0,3
272,416,240,96,1,0,0,0,0,0,1,0,0,-16,0
224,384,288,128,0,1,0,0,0,0,1,0,-192,0,1
224,368,288,144,0,1,0,0,0,0,0,1,-176,0,1
224,352,288,160,0,1,0,0,0,0,0,1,-160,0,1
224,336,288,176,0,1,0,0,0,0,0,1,-144,0,1
224,320,288,192,0,1,0,0,0,0,0,1,-128,0,1
224,304,288,208,0,1,0,0,0,0,0,1,-112,0,1
224,288,288,224,0,1,0,0,0,0,0,1,-96,0,1
224,272,288,240,0,1,0,0,0,0,0,1,-80,0,1
224,256,288,256,0,1,0,0,0,0,0,1,-64,0,1
224,240,288,272,0,1,0,0,0,0,0,1,-48,0,1
224,224,288,288,0,1,0,0,0,0,0,1,-32,0,1
224,208,288,304,0,1,0,0,0,0,0,1,-16,0,1
288,128,224,384,0,1,0,0,1,0,0,0,-96,0,1
288,112,224,400,0,1,0,0,0,0,0,1,-80,0,1
288,96,224,416,0,1,0,0,0,0,0,1,-64,0,1
288,80,224,432,0,1,0,0,0,0,0,1,-48,0,1
288,64,224,448,0,1,0,0,0,0,0,1,-32,0,1
288,48,224,464,0,1,0,0,0,0,0,1,-16,0,1
448,192,64,320,0,0,0,1,1,0,0,0,256,0,3
448,208,64,304,0,0,0,1,0,1,0,0,240,0,3
448,224,64,288,0,0,0,1,0,1,0,0,224,0,3
448,240,64,272,0,0,0,1,0,1,0,0,208,0,3
448,256,64,256,0,0,0,1,0,1,0,0,192,0,3
448,272,64,240,0,0,0,1,0,1,0,0,176,0,3
448,288,64,224,0,0,0,1,0,1,0,0,160,0,3
448,304,64,208,0,0,0,1,0,1,0,0,144,0,3
448,320,64,192,0,0,0,1,0,1,0,0,128,0,3
448,336,64,176,0,0,0,1,0,1,0,0,112,0,3
448,352,64,160,0,0,0,1,0,1,0,0,96,0,3
448,368,64,144,0,0,0,1,0,1,0,0,80,0,3
448,384,64,128,0,0,0,1,0,1,0,0,64,0,3
448,400,64,112,0,0,0,1,0,1,0,0,48,0,3
448,416,64,96,0,0,0,1,0,1,0,0,32,0,3
448,432,64,80,0,0,0,1,0,1,0,0,16,0,3
432,464,80,48,1,0,0,0,0,0,1,0,0,-16,0
480,400,32,112,0,1,0,0,1,0,0,0,-32,0,1
480,384,32,128,0,1,0,0,0,0,0,1,-16,0,1
416,304,96,208,0,1,0,0,0,0,1,0,-192,0,1
416,288,96,224,0,1,0,0,0,0,0,1,-176,0,1
416,272,96,240,0,1,0,0,0,0,0,1,-160,0,1
416,256,96,256,0,1,0,0,0,0,0,1,-144,0,1
416,240,96,272,0,1,0,0,0,0,0,1,-128,0,1
416,224,96,288,0,1,0,0,0,0,0,1,-112,0,1
416,208,96,304,0,1,0,0,0,0,0,1,-96,0,1
416,192,96,320,0,1,0,0,0,0,0,1,-80,0,1
416,176,96,336,0,1,0,0,0,0,0,1,-64,0,1
416,160,96,352,0,1,0,0,0,0,0,1,-48,0,1
416,144,96,368,0,1,0,0,0,0,0,1,-32,0,1
416,128,96,384,0,1,0,0,0,0,0,1,-16,0,1
384,144,128,368,0,0,0,1,0,0,1,0,112,0,3
384,160,128,352,0,0,0,1,0,1,0,0,96,0,3
384,176,128,336,0,0,0,1,0,1,0,0,80,0,3
384,192,128,320,0,0,0,1,0,1,0,0,64,0,3
384,208,128,304,0,0,0,1,0,1,0,0,48,0,3
384,224,128,288,0,0,0,1,0,1,0,0,32,0,3
384,240,128,272,0,0,0,1,0,1,0,0,16,0,3
432,208,80,304,0,1,0,0,1,0,0,0,-128,0,1
432,192,80,320,0,1,0,0,0,0,0,1,-112,0,1
432,176,80,336,0,1,0,0,0,0,0,1,-96,0,1
432,160,80,352,0,1,0,0,0,0,0,1,-80,0,1
432,144,80,368,0,1,0,0,0,0,0,1,-64,0,1
432,128,80,384,0,1,0,0,0,0,0,1,-48,0,1
432,112,80,400,0,1,0,0,0,0,0,1,-32,0,1
432,96,80,416,0,1,0,0,0,0,0,1,-16,0,1
448,96,64,416,0,0,0,1,1,0,0,0,160,0,3
448,112,64,400,0,0,0,1,0,1,0,0,144,0,3
448,128,64,384,0,0,0,1,0,1,0,0,128,0,3
448,144,64,368,0,0,0,1,0,1,0,0,112,0,3
448,160,64,352,0,0,0,1,0,1,0,0,96,0,3
448,176,64,336,0,0,0,1,0,1,0,0,80,0,3
448,192,64,320,0,0,0,1,0,1,0,0,64,0,3
448,208,64,304,0,0,0,1,0,1,0,0,48,0,3
448,224,64,288,0,0,0,1,0,1,0,0,32,0,3
448,240,64,272,0,0,0,1,0,1,0,0,16,0,3
240,48,272,464,1,0,0,0,0,0,1,0,0,-144,0
224,48,288,464,1,0,0,0,0,0,1,0,0,-128,0
208,48,304,464,1,0,0,0,0,0,1,0,0,-112,0
192,48,320,464,1,0,0,0,0,0,1,0,0,-96,0
176,48,336,464,1,0,0,0,0,0,1,0,0,-80,0
160,48,352,464,1,0,0,0,0,0,1,0,0,-64,0
144,48,368,464,1,0,0,0,0,0,1,0,0,-48,0
128,48,384,464,1,0,0,0,0,0,1,0,0,-32,0
112,48,400,464,1,0,0,0,0,0,1,0,0,-16,0
128,80,384,432,0,0,0,1,1,0,0,0,240,0,3
128,96,384,416,0,0,0,1,0,1,0,0,224,0,3
128,112,384,400,0,0,0,1,0,1,0,0,208,0,3
128,128,384,384,0,0,0,1,0,1,0,0,192,0,3
128,144,384,368,0,0,0,1,0,1,0,0,176,0,3
128,160,384,352,0,0,0,1,0,1,0,0,160,0,3
128,176,384,336,0,0,0,1,0,1,0,0,144,0,3
128,192,384,320,0,0,0,1,0,1,0,0,128,0,3
128,208,384,304,0,0,0,1,0,1,0,0,112,0,3
128,224,384,288,0,0,0,1,0,1,0,0,96,0,3
128,240,384,272,0,0,0,1,0,1,0,0,80,0,3
128,256,384,256,0,0,0,1,0,1,0,0,64,0,3
128,272,384,240,0,0,0,1,0,1,0,0,48,0,3
128,288,384,224,0,0,0,1,0,1,0,0,32,0,3
128,304,384,208,0,0,0,1,0,1,0,0,16,0,3
320,128,192,384,0,0,1,0,1,0,0,0,0,128,2
336,128,176,384,0,0,1,0,1,0,0,0,0,112,2
352,128,160,384,0,0,1,0,1,0,0,0,0,96,2
368,128,144,384,0,0,1,0,1,0,0,0,0,80,2
384,128,128,384,0,0,1,0,1,0,0,0,0,64,2
400,128,112,384,0,0,1,0,1,0,0,0,0,48,2
416,128,96,384,0,0,1,0,1,0,0,0,0,32,2
432,128,80,384,0,0,1,0,1,0,0,0,0,16,2
368,208,144,304,0,0,0,1,0,0,1,0,240,0,3
368,224,144,288,0,0,0,1,0,1,0,0,224,0,3
368,240,144,272,0,0,0,1,0,1,0,0,208,0,3
368,256,144,256,0,0,0,1,0,1,0,0,192,0,3
368,272,144,240,0,0,0,1,0,1,0,0,176,0,3
368,288,144,224,0,0,0,1,0,1,0,0,160,0,3
368,304,144,208,0,0,0,1,0,1,0,0,144,0,3
368,320,144,192,0,0,0,1,0,1,0,0,128,0,3
368,336,144,176,0,0,0,1,0,1,0,0,112,0,3
368,352,144,160,0,0,0,1,0,1,0,0,96,0,3
368,368,144,144,0,0,0,1,0,1,0,0,80,0,3
368,384,144,128,0,0,0,1,0,1,0,0,64,0,3
368,400,144,112,0,0,0,1,0,1,0,0,48,0,3
368,416,144,96,0,0,0,1,0,1,0,0,32,0,3
368,432,144,80,0,0,0,1,0,1,0,0,16,0,3
352,432,160,80,1,0,0,0,0,0,1,0,0,-80,0
336,432,176,80,1,0,0,0,0,0,1,0,0,-64,0
320,432,192,80,1,0,0,0,0,0,1,0,0,-48,0
304,432,208,80,1,0,0,0,0,0,1,0,0,-32,0
288,432,224,80,1,0,0,0,0,0,1,0,0,-16,0
320,384,192,128,0,1,0,0,1,0,0,0,-352,0,1
320,368,192,144,0,1,0,0,0,0,0,1,-336,0,1
320,352,192,160,0,1,0,0,0,0,0,1,-320,0,1
320,336,192,176,0,1,0,0,0,0,0,1,-304,0,1
320,320,192,192,0,1,0,0,0,0,0,1,-288,0,1
320,304,192,208,0,1,0,0,0,0,0,1,-272,0,1
320,288,192,224,0,1,0,0,0,0,0,1,-256,0,1
320,272,192,240,0,1,0,0,0,0,0,1,-240,0,1
320,256,192,256,0,1,0,0,0,0,0,1,-224,0,1
320,240,192,272,0,1,0,0,0,0,0,1,-208,0,1
320,224,192,288,0,1,0,0,0,0,0,1,-192,0,1
320,208,192,304,0,1,0,0,0,0,0,1,-176,0,1
320,192,192,320,0,1,0,0,0,0,0,1,-160,0,1
320,176,192,336,0,1,0,0,0,0,0,1,-144,0,1
320,160,192,352,0,1,0,0,0,0,0,1,-128,0,1
320,144,192,368,0,1,0,0,0,0,0,1,-112,0,1
320,128,192,384,0,1,0,0,0,0,0,1,-96,0,1
320,112,192,400,0,1,0,0,0,0,0,1,-80,0,1
320,96,192,416,0,1,0,0,0,0,0,1,-64,0,1
320,80,192,432,0,1,0,0,0,0,0,1,-48,0,1
320,64,192,448,0,1,0,0,0,0,0,1,-32,0,1
320,48,192,464,0,1,0,0,0,0,0,1,-16,0,1
96,256,416,256,0,0,0,1,0,0,1,0,48,0,3
96,272,416,240,0,0,0,1,0,1,0,0,32,0,3
96,288,416,224,0,0,0,1,0,1,0,0,16,0,3
272,128,240,384,0,0,1,0,1,0,0,0,0,144,2
288,128,224,384,0,0,1,0,1,0,0,0,0,128,2
304,128,208,384,0,0,1,0,1,0,0,0,0,112,2
320,128,192,384,0,0,1,0,1,0,0,0,0,96,2
336,128,176,384,0,0,1,0,1,0,0,0,0,80,2
352,128,160,384,0,0,1,0,1,0,0,0,0,64,2
368,128,144,384,0,0,1,0,1,0,0,0,0,48,2
384,128,128,384,0,0,1,0,1,0,0,0,0,32,2
400,128,112,384,0,0,1,0,1,0,0,0,0,16,2
320,240,192,272,1,0,0,0,0,0,1,0,0,-224,0
304,240,208,272,1,0,0,0,0,0,1,0,0,-208,0
288,240,224,272,1,0,0,0,0,0,1,0,0,-192,0
272,240,240,272,1,0,0,0,0,0,1,0,0,-176,0
256,240,256,272,1,0,0,0,0,0,1,0,0,-160,0
240,240,272,272,1,0,0,0,0,0,1,0,0,-144,0
224,240,288,272,1,0,0,0,0,0,1,0,0,-128,0
208,240,304,272,1,0,0,0,0,0,1,0,0,-112,0
192,240,320,272,1,0,0,0,0,0,1,0,0,-96,0
176,240,336,272,1,0,0,0,0,0,1,0,0,-80,0
160,240,352,272,1,0,0,0,0,0,1,0,0,-64,0
144,240,368,272,1,0,0,0,0,0,1,0,0,-48,0
128,240,384,272,1,0,0,0,0,0,1,0,0,-32,0
112,240,400,272,1,0,0,0,0,0,1,0,0,-16,0
112,256,400,256,0,0,1,0,1,0,0,0,0,160,2
128,256,384,256,0,0,1,0,1,0,0,0,0,144,2
144,256,368,256,0,0,1,0,1,0,0,0,0,128,2
160,256,352,256,0,0,1,0,1,0,0,0,0,112,2
176,256,336,256,0,0,1,0,1,0,0,0,0,96,2
192,256,320,256,0,0,1,0,1,0,0,0,0,80,2
208,256,304,256,0,0,1,0,1,0,0,0,0,64,2
224,256,288,256,0,0,1,0,1,0,0,0,0,48,2
240,256,272,256,0,0,1,0,1,0,0,0,0,32,2
256,256,256,256,0,0,1,0,1,0,0,0,0,16,2
160,144,352,368,0,1,0,0,0,0,1,0,-48,0,1
160,128,352,384,0,1,0,0,0,0,0,1,-32,0,1
160,112,352,400,0,1,0,0,0,0,0,1,-16,0,1
320,256,192,256,0,0,1,0,1,0,0,0,0,144,2
336,256,176,256,0,0,1,0,1,0,0,0,0,128,2
352,256,160,256,0,0,1,0,1,0,0,0,0,112,2
368,256,144,256,0,0,1,0,1,0,0,0,0,96,2
384,256,128,256,0,0,1,0,1,0,0,0,0,80,2
400,256,112,256,0,0,1,0,1,0,0,0,0,64,2
416,256,96,256,0,0,1,0,1,0,0,0,0,48,2
432,256,80,256,0,0,1,0,1,0,0,0,0,32,2
448,256,64,256,0,0,1,0,1,0,0,0,0,16,2
336,384,176,128,1,0,0,0,0,0,1,0,0,-112,0
320,384,192,128,1,0,0,0,0,0,1,0,0,-96,0
304,384,208,128,1,0,0,0,0,0,1,0,0,-80,0
288,384,224,128,1,0,0,0,0,0,1,0,0,-64,0
272,384,240,128,1,0,0,0,0,0,1,0,0,-48,0
256,384,256,128,1,0,0,0,0,0,1,0,0,-32,0
240,384,272,128,1,0,0,0,0,0,1,0,0,-16,0
240,368,272,144,0,0,1,0,1,0,0,0,0,256,2
256,368,256,144,0,0,1,0,1,0,0,0,0,240,2
272,368,240,144,0,0,1,0,1,0,0,0,0,224,2
288,368,224,144,0,0,1,0,1,0,0,0,0,208,2
304,368,208,144,0,0,1,0,1,0,0,0,0,192,2
320,368,192,144,0,0,1,0,1,0,0,0,0,176,2
336,368,176,144,0,0,1,0,1,0,0,0,0,160,2
352,368,160,144,0,0,1,0,1,0,0,0,0,144,2
368,368,144,144,0,0,1,0,1,0,0,0,0,128,2
384,368,128,144,0,0,1,0,1,0,0,0,0,112,2
400,368,112,144,0,0,1,0,1,0,0,0,0,96,2
416,368,96,144,0,0,1,0,1,0,0,0,0,80,2
432,368,80,144,0,0,1,0,1,0,0,0,0,64,2
448,368,64,144,0,0,1,0,1,0,0,0,0,48,2
464,368,48,144,0,0,1,0,1,0,0,0,0,32,2
480,368,32,144,0,0,1,0,1,0,0,0,0,16,2
368,240,144,272,1,0,0,0,0,0,1,0,0,-16,0
400,192,112,320,0,1,0,0,1,0,0,0,-96,0,1
400,176,112,336,0,1,0,0,0,0,0,1,-80,0,1
400,160,112,352,0,1,0,0,0,0,0,1,-64,0,1
400,144,112,368,0,1,0,0,0,0,0,1,-48,0,1
400,128,112,384,0,1,0,0,0,0,0,1,-32,0,1
400,112,112,400,0,1,0,0,0,0,0,1,-16,0,1
240,256,272,256,1,0,0,0,0,0,1,0,0,-192,0
224,256,288,256,1,0,0,0,0,0,1,0,0,-176,0
208,256,304,256,1,0,0,0,0,0,1,0,0,-160,0
192,256,320,256,1,0,0,0,0,0,1,0,0,-144,0
176,256,336,256,1,0,0,0,0,0,1,0,0,-128,0
160,256,352,256,1,0,0,0,0,0,1,0,0,-112,0
144,256,368,256,1,0,0,0,0,0,1,0,0,-96,0
128,256,384,256,1,0,0,0,0,0,1,0,0,-80,0
112,256,400,256,1,0,0,0,0,0,1,0,0,-64,0
96,256,416,256,1,0,0,0,0,0,1,0,0,-48,0
80,256,432,256,1,0,0,0,0,0,1,0,0,-32,0
64,256,448,256,1,0,0,0,0,0,1,0,0,-16,0
144,160,368,352,0,0,1,0,1,0,0,0,0,320,2
160,160,352,352,0,0,1,0,1,0,0,0,0,304,2
176,160,336,352,0,0,1,0,1,0,0,0,0,288,2
192,160,320,352,0,0,1,0,1,0,0,0,0,272,2
208,160,304,352,0,0,1,0,1,0,0,0,0,256,2
224,160,288,352,0,0,1,0,1,0,0,0,0,240,2
240,160,272,352,0,0,1,0,1,0,0,0,0,224,2
256,160,256,352,0,0,1,0,1,0,0,0,0,208,2
272,160,240,352,0,0,1,0,1,0,0,0,0,192,2
288,160,224,352,0,0,1,0,1,0,0,0,0,176,2
304,160,208,352,0,0,1,0,1,0,0,0,0,160,2
320,160,192,352,0,0,1,0,1,0,0,0,0,144,2
336,160,176,352,0,0,1,0,1,0,0,0,0,128,2
352,160,160,352,0,0,1,0,1,0,0,0,0,112,2
368,160,144,352,0,0,1,0,1,0,0,0,0,96,2
384,160,128,352,0,0,1,0,1,0,0,0,0,80,2
400,160,112,352,0,0,1,0,1,0,0,0,0,64,2
416,160,96,352,0,0,1,0,1,0,0,0,0,48,2
432,160,80,352,0,0,1,0,1,0,0,0,0,32,2
448,160,64,352,0,0,1,0,1,0,0,0,0,16,2
480,176,32,336,0,0,0,1,1,0,0,0,192,0,3
480,192,32,320,0,0,0,1,0,1,0,0,176,0,3
480,208,32,304,0,0,0,1,0,1,0,0,160,0,3
480,224,32,288,0,0,0,1,0,1,0,0,144,0,3
480,240,32,272,0,0,0,1,0,1,0,0,128,0,3
480,256,32,256,0,0,0,1,0,1,0,0,112,0,3
480,272,32,240,0,0,0,1,0,1,0,0,96,0,3
480,288,32,224,0,0,0,1,0,1,0,0,80,0,3
480,304,32,208,0,0,0,1,0,1,0,0,64,0,3
480,320,32,192,0,0,0,1,0,1,0,0,48,0,3
480,336,32,176,0,0,0,1,0,1,0,0,32,0,3
480,352,32,160,0,0,0,1,0,1,0,0,16,0,3
240,128,272,384,1,0,0,0,0,0,1,0,0,-192,0
224,128,288,384,1,0,0,0,0,0,1,0,0,-176,0
208,128,304,384,1,0,0,0,0,0,1,0,0,-160,0
192,128,320,384,1,0,0,0,0,0,1,0,0,-144,0
176,128,336,384,1,0,0,0,0,0,1,0,0,-128,0
160,128,352,384,1,0,0,0,0,0,1,0,0,-112,0
144,128,368,384,1,0,0,0,0,0,1,0,0,-96,0
128,128,384,384,1,0,0,0,0,0,1,0,0,-80,0
112,128,400,384,1,0,0,0,0,0,1,0,0,-64,0
96,128,416,384,1,0,0,0,0,0,1,0,0,-48,0
80,128,432,384,1,0,0,0,0,0,1,0,0,-32,0
64,128,448,384,1,0,0,0,0,0,1,0,0,-16,0
176,256,336,256,0,0,1,0,1,0,0,0,0,320,2
192,256,320,256,0,0,1,0,1,0,0,0,0,304,2
208,256,304,256,0,0,1,0,1,0,0,0,0,288,2
224,256,288,256,0,0,1,0,1,0,0,0,0,272,2
240,256,272,256,0,0,1,0,1,0,0,0,0,256,2
256,256,256,256,0,0,1,0,1,0,0,0,0,240,2
272,256,240,256,0,0,1,0,1,0,0,0,0,224,2
288,256,224,256,0,0,1,0,1,0,0,0,0,208,2
304,256,208,256,0,0,1,0,1,0,0,0,0,192,2
320,256,192,256,0,0,1,0,1,0,0,0,0,176,2
336,256,176,256,0,0,1,0,1,0,0,0,0,160,2
352,256,160,256,0,0,1,0,1,0,0,0,0,144,2
368,256,144,256,0,0,1,0,1,0,0,0,0,128,2
384,256,128,256,0,0,1,0,1,0,0,0,0,112,2
400,256,112,256,0,0,1,0,1,0,0,0,0,96,2
416,256,96,256,0,0,1,0,1,0,0,0,0,80,2
432,256,80,256,0,0,1,0,1,0,0,0,0,64,2
448,256,64,256,0,0,1,0,1,0,0,0,0,48,2
464,256,48,256,0,0,1,0,1,0,0,0,0,32,2
480,256,32,256,0,0,1,0,1,0,0,0,0,16,2
320,432,192,80,1,0,0,0,0,0,1,0,0,-288,0
304,432,208,80,1,0,0,0,0,0,1,0,0,-272,0
288,432,224,80,1,0,0,0,0,0,1,0,0,-256,0
272,432,240,80,1,0,0,0,0,0,1,0,0,-240,0
256,432,256,80,1,0,0,0,0,0,1,0,0,-224,0
240,432,272,80,1,0,0,0,0,0,1,0,0,-208,0
224,432,288,80,1,0,0,0,0,0,1,0,0,-192,0
208,432,304,80,1,0,0,0,0,0,1,0,0,-176,0
192,432,320,80,1,0,0,0,0,0,1,0,0,-160,0
176,432,336,80,1,0,0,0,0,0,1,0,0,-144,0
160,432,352,80,1,0,0,0,0,0,1,0,0,-128,0
144,432,368,80,1,0,0,0,0,0,1,0,0,-112,0
128,432,384,80,1,0,0,0,0,0,1,0,0,-96,0
112,432,400,80,1,0,0,0,0,0,1,0,0,-80,0
96,432,416,80,1,0,0,0,0,0,1,0,0,-64,0
80,432,432,80,1,0,0,0,0,0,1,0,0,-48,0
64,432,448,80,1,0,0,0,0,0,1,0,0,-32,0
48,432,464,80,1,0,0,0,0,0,1,0,0,-16,0
160,304,352,208,0,0,1,0,1,0,0,0,0,48,2
176,304,336,208,0,0,1,0,1,0,0,0,0,32,2
192,304,320,208,0,0,1,0,1,0,0,0,0,16,2
96,416,416,96,0,0,0,1,0,0,1,0,64,0,3
96,432,416,80,0,0,0,1,0,1,0,0,48,0,3
96,448,416,64,0,0,0,1,0,1,0,0,32,0,3
96,464,416,48,0,0,0,1,0,1,0,0,16,0,3
32,416,480,96,0,1,0,0,0,0,1,0,-272,0,1
32,400,480,112,0,1,0,0,0,0,0,1,-256,0,1
32,384,480,128,0,1,0,0,0,0,0,1,-240,0,1
32,368,480,144,0,1,0,0,0,0,0,1,-224,0,1
32,352,480,160,0,1,0,0,0,0,0,1,-208,0,1
32,336,480,176,0,1,0,0,0,0,0,1,-192,0,1
32,320,480,192,0,1,0,0,0,0,0,1,-176,0,1
32,304,480,208,0,1,0,0,0,0,0,1,-160,0,1
32,288,480,224,0,1,0,0,0,0,0,1,-144,0,1
32,272,480,240,0,1,0,0,0,0,0,1,-128,0,1
32,256,480,256,0,1,0,0,0,0,0,1,-112,0,1
32,240,480,272,0,1,0,0,0,0,0,1,-96,0,1
32,224,480,288,0,1,0,0,0,0,0,1,-80,0,1
32,208,480,304,0,1,0,0,0,0,0,1,-64,0,1
32,192,480,320,0,1,0,0,0,0,0,1,-48,0,1
32,176,480,336,0,1,0,0,0,0,0,1,-32,0,1
32,160,480,352,0,1,0,0,0,0,0,1,-16,0,1
96,208,416,304,0,0,0,1,1,0,0,0,192,0,3
96,224,416,288,0,0,0,1,0,1,0,0,176,0,3
96,240,416,272,0,0,0,1,0,1,0,0,160,0,3
96,256,416,256,0,0,0,1,0,1,0,0,144,0,3
96,272,416,240,0,0,0,1,0,1,0,0,128,0,3
96,288,416,224,0,0,0,1,0,1,0,0,112,0,3
96,304,416,208,0,0,0,1,0,1,0,0,96,0,3
96,320,416,192,0,0,0,1,0,1,0,0,80,0,3
96,336,416,176,0,0,0,1,0,1,0,0,64,0,3
96,352,416,160,0,0,0,1,0,1,0,0,48,0,3
96,368,416,144,0,0,0,1,0,1,0,0,32,0,3
96,384,416,128,0,0,0,1,0,1,0,0,16,0,3
112,384,400,128,0,0,1,0,1,0,0,0,0,32,2
128,384,384,128,0,0,1,0,1,0,0,0,0,16,2
32,272,480,240,0,1,0,0,0,0,1,0,-64,0,1
32,256,480,256,0,1,0,0,0,0,0,1,-48,0,1
32,240,480,272,0,1,0,0,0,0,0,1,-32,0,1
32,224,480,288,0,1,0,0,0,0,0,1,-16,0,1
96,272,416,240,0,0,1,0,1,0,0,0,0,304,2
112,272,400,240,0,0,1,0,1,0,0,0,0,288,2
128,272,384,240,0,0,1,0,1,0,0,0,0,272,2
144,272,368,240,0,0,1,0,1,0,0,0,0,256,2
160,272,352,240,0,0,1,0,1,0,0,0,0,240,2
176,272,336,240,0,0,1,0,1,0,0,0,0,224,2
192,272,320,240,0,0,1,0,1,0,0,0,0,208,2
208,272,304,240,0,0,1,0,1,0,0,0,0,192,2
224,272,288,240,0,0,1,0,1,0,0,0,0,176,2
240,272,272,240,0,0,1,0,1,0,0,0,0,160,2
256,272,256,240,0,0,1,0,1,0,0,0,0,144,2
272,272,240,240,0,0,1,0,1,0,0,0,0,128,2
288,272,224,240,0,0,1,0,1,0,0,0,0,112,2
304,272,208,240,0,0,1,0,1,0,0,0,0,96,2
320,272,192,240,0,0,1,0,1,0,0,0,0,80,2
336,272,176,240,0,0,1,0,1,0,0,0,0,64,2
352,272,160,240,0,0,1,0,1,0,0,0,0,48,2
368,272,144,240,0,0,1,0,1,0,0,0,0,32,2
384,272,128,240,0,0,1,0,1,0,0,0,0,16,2
352,224,160,288,1,0,0,0,0,0,1,0,0,-144,0
336,224,176,288,1,0,0,0,0,0,1,0,0,-128,0
320,224,192,288,1,0,0,0,0,0,1,0,0,-112,0
